order_id,customer_id,product_id,order_date,quantity,total_amount
O02225,C01684,P0079,2024-09-07,4,3121.8
O02226,C00125,P0079,2023-06-01,4,3121.8
O02227,C01843,P0081,2024-07-24,3,5091.54
O02228,C00161,P0068,2023-08-04,3,4900.92
O02229,C00789,P0281,2023-03-15,1,188.55
O02230,C01370,P0207,2023-07-08,5,1152.05
O02231,C00175,P0460,2024-09-12,5,6639.9
O02232,C01896,P0300,2023-04-18,1,1741.53
O02233,C00110,P0243,2024-02-29,5,9376.1
O02234,C01343,P0432,2024-10-07,1,1287.08
O02235,C00520,P0372,2023-04-20,4,4968.44
O02236,C00888,P0151,2024-09-03,3,115.29
O02237,C01513,P0197,2023-12-17,1,1564.84
O02238,C01790,P0336,2024-12-12,4,891.72
O02239,C01480,P0267,2023-08-10,4,7091.32
O02240,C00279,P0142,2024-11-27,4,4326.36
O02241,C00153,P0110,2024-02-21,3,2330.31
O02242,C01766,P0287,2023-12-22,2,2168.8
O02243,C00109,P0055,2023-04-11,1,925.39
O02244,C00778,P0353,2024-01-19,3,4394.01
O02245,C01801,P0014,2024-09-17,4,128.8
O02246,C01586,P0474,2023-08-23,2,2574.52
O02247,C00909,P0190,2023-03-04,3,2058.12
O02248,C00412,P0163,2023-07-24,2,2614.28
O02249,C00846,P0410,2023-12-02,1,373.46
O02250,C01796,P0025,2023-07-22,5,2443.35
O02251,C01887,P0201,2024-10-28,1,1573.37
O02252,C00569,P0154,2024-09-21,3,3267.84
O02253,C00928,P0211,2023-08-14,3,3154.05
O02254,C01385,P0164,2024-05-29,2,1070.12
O02255,C00378,P0432,2023-11-07,1,1287.08
O02256,C01442,P0492,2023-06-20,3,363.21
O02257,C01587,P0170,2024-11-20,5,1646.25
O02258,C00349,P0498,2023-02-26,4,7962.32
O02259,C00967,P0339,2024-09-03,2,2643.34
O02260,C00353,P0079,2024-11-16,5,3902.25
O02261,C00010,P0314,2024-05-21,5,2997.35
O02262,C00577,P0091,2024-09-09,1,1683.02
O02263,C01377,P0064,2023-08-18,1,473.8
O02264,C00311,P0144,2023-11-24,1,769.93
O02265,C00648,P0045,2023-05-31,3,1866.93
O02266,C00167,P0394,2024-07-30,3,2779.71
O02267,C01440,P0122,2023-11-27,3,1617.48
O02268,C01164,P0348,2023-02-04,3,2876.25
O02269,C01815,P0101,2024-05-30,2,2212.64
O02270,C00987,P0271,2024-05-11,3,4088.22
O02271,C00010,P0470,2023-02-17,5,3248.3
O02272,C00811,P0098,2024-07-16,4,2206.16
O02273,C00843,P0004,2023-03-12,1,651.71
O02274,C01093,P0273,2024-08-26,4,586.32
O02275,C00353,P0121,2024-07-07,2,3918.46
O02276,C00311,P0121,2023-05-18,1,1959.23
O02277,C00881,P0145,2024-09-12,1,453.73
O02278,C00982,P0098,2023-10-15,2,1103.08
O02279,C01794,P0367,2023-11-22,1,776.79
O02280,C00348,P0403,2024-02-11,3,5232.09
O02281,C00138,P0161,2024-02-11,2,1813.2
O02282,C00461,P0152,2024-04-05,2,714.66
O02283,C00114,P0071,2024-01-23,3,4155.12
O02284,C00023,P0337,2023-11-16,4,7873.28
O02285,C00749,P0177,2023-12-18,5,6206.3
O02286,C01317,P0079,2024-02-22,5,3902.25
O02287,C01255,P0161,2023-02-25,5,4533.0
O02288,C00126,P0300,2024-11-13,3,5224.59
O02289,C01634,P0095,2024-05-25,3,4557.3
O02290,C00154,P0361,2023-07-27,4,6289.16
O02291,C01031,P0258,2024-11-22,2,2847.82
O02292,C00485,P0325,2023-02-22,2,2722.56
O02293,C01916,P0275,2023-11-05,3,4435.74
O02294,C00826,P0217,2024-08-26,2,2920.44
O02295,C01483,P0432,2024-10-30,3,3861.24
O02296,C01427,P0413,2023-02-13,2,684.14
O02297,C00949,P0251,2024-12-09,2,57.3
O02298,C00554,P0303,2024-05-01,2,2104.96
O02299,C01962,P0008,2023-05-13,1,1251.26
O02300,C01297,P0494,2024-11-16,5,9569.15
O02301,C00102,P0066,2023-01-14,1,1123.53
O02302,C01195,P0411,2023-08-04,1,873.95
O02303,C00956,P0325,2024-05-10,1,1361.28
O02304,C00110,P0261,2023-11-18,5,1018.9
O02305,C01972,P0221,2023-03-19,3,3616.11
O02306,C01672,P0026,2023-01-18,5,6582.05
O02307,C00265,P0242,2024-08-10,1,412.59
O02308,C00619,P0234,2024-07-02,5,6157.75
O02309,C01641,P0010,2023-12-20,5,4877.65
O02310,C01070,P0283,2023-11-23,3,1423.47
O02311,C01667,P0215,2024-07-14,3,5035.35
O02312,C01451,P0169,2023-09-10,1,1267.42
O02313,C01538,P0411,2024-04-16,3,2621.85
O02314,C01231,P0004,2024-08-03,2,1303.42
O02315,C01927,P0035,2024-12-22,4,2319.04
O02316,C00645,P0256,2023-04-04,2,1764.96
O02317,C00073,P0147,2023-02-21,5,432.65
O02318,C01314,P0187,2023-12-18,4,155.52
O02319,C01962,P0481,2023-07-12,4,6216.44
O02320,C01221,P0282,2024-06-21,2,139.18
O02321,C01188,P0410,2023-03-23,3,1120.38
O02322,C00777,P0011,2024-03-30,5,7376.55
O02323,C01029,P0365,2023-10-27,4,6171.4
O02324,C01998,P0156,2024-04-14,4,6984.24
O02325,C00719,P0095,2024-01-10,2,3038.2
O02326,C01913,P0468,2023-12-21,2,3060.16
O02327,C00848,P0389,2024-01-25,5,2292.95
O02328,C00062,P0377,2023-09-27,4,5195.48
O02329,C00276,P0020,2024-05-03,1,1603.5
O02330,C01683,P0023,2023-08-10,5,7808.9
O02331,C01868,P0015,2024-04-18,5,7296.0
O02332,C00475,P0266,2024-02-27,5,1621.85
O02333,C01397,P0373,2024-03-07,1,1858.79
O02334,C00145,P0274,2023-04-01,3,3385.5
O02335,C01668,P0314,2024-01-09,3,1798.41
O02336,C01611,P0318,2024-08-25,1,824.7
O02337,C01850,P0256,2023-10-09,5,4412.4
O02338,C00584,P0305,2023-10-16,1,1089.74
O02339,C01307,P0103,2023-09-09,2,973.26
O02340,C00749,P0289,2024-08-25,3,5340.57
O02341,C00300,P0250,2023-09-25,3,2132.46
O02342,C01326,P0195,2023-07-12,4,3748.72
O02343,C00641,P0039,2023-02-06,4,5116.48
O02344,C01317,P0490,2023-03-04,5,8593.6
O02345,C01277,P0368,2024-06-10,4,553.48
O02346,C00888,P0479,2023-11-26,1,567.29
O02347,C00069,P0076,2023-11-10,5,4313.65
O02348,C00354,P0157,2024-06-19,5,4129.55
O02349,C01882,P0485,2023-08-06,4,2141.24
O02350,C01920,P0252,2023-04-22,3,5872.14
O02351,C01286,P0446,2023-06-18,3,3050.49
O02352,C01057,P0467,2023-07-25,3,47.73
O02353,C01119,P0198,2024-09-25,5,3142.35
O02354,C00618,P0253,2023-11-20,3,679.32
O02355,C01662,P0389,2023-04-25,5,2292.95
O02356,C00109,P0377,2024-10-15,4,5195.48
O02357,C01583,P0126,2024-03-07,3,4293.36
O02358,C00387,P0278,2024-08-05,1,414.78
O02359,C00990,P0065,2024-07-16,3,4416.72
O02360,C00728,P0313,2023-03-21,1,985.34
O02361,C00381,P0039,2024-02-26,3,3837.36
O02362,C01670,P0397,2024-03-19,4,7508.96
O02363,C00391,P0237,2024-09-05,4,658.12
O02364,C01951,P0124,2024-07-05,4,7431.52
O02365,C00457,P0047,2024-10-19,3,772.53
O02366,C00288,P0289,2024-10-19,3,5340.57
O02367,C00970,P0483,2024-01-04,1,877.18
O02368,C00385,P0424,2023-10-24,4,4567.12
O02369,C00215,P0358,2023-05-11,4,4700.72
O02370,C00229,P0407,2023-09-29,1,584.71
O02371,C01416,P0174,2024-10-20,1,81.55
O02372,C01017,P0393,2023-02-11,5,8099.9
O02373,C01777,P0178,2024-03-23,5,3718.25
O02374,C01898,P0022,2024-10-14,4,295.28
O02375,C01503,P0440,2023-06-23,2,3966.5
O02376,C01269,P0282,2024-01-19,2,139.18
O02377,C00463,P0119,2023-10-20,3,181.26
O02378,C01386,P0172,2023-09-14,5,8797.35
O02379,C00400,P0445,2023-01-07,5,3963.25
O02380,C01942,P0155,2023-11-24,1,12.35
O02381,C01941,P0116,2024-02-14,2,575.18
O02382,C00330,P0067,2024-10-06,2,289.44
O02383,C01378,P0403,2023-09-30,4,6976.12
O02384,C01774,P0293,2023-12-05,2,215.36
O02385,C01968,P0303,2024-03-29,5,5262.4
O02386,C01262,P0004,2023-01-18,2,1303.42
O02387,C01573,P0017,2024-04-02,1,1289.06
O02388,C00945,P0123,2024-08-23,1,503.76
O02389,C00758,P0213,2024-03-22,2,3056.42
O02390,C00699,P0496,2023-08-11,3,412.86
O02391,C01148,P0020,2024-09-24,4,6414.0
O02392,C01989,P0360,2023-06-07,5,877.65
O02393,C01041,P0274,2024-02-16,3,3385.5
O02394,C00745,P0439,2024-01-05,5,5871.95
O02395,C01856,P0119,2023-10-21,5,302.1
O02396,C00543,P0134,2023-10-20,4,6500.68
O02397,C00699,P0049,2023-04-10,4,3279.08
O02398,C00840,P0317,2023-09-23,4,4698.88
O02399,C00334,P0052,2023-12-20,2,2380.56
O02400,C00711,P0433,2024-05-13,1,1123.66
O02401,C01629,P0383,2024-10-08,4,723.64
O02402,C00769,P0282,2023-05-02,3,208.77
O02403,C00102,P0089,2024-10-11,1,611.31
O02404,C01791,P0019,2024-03-12,2,461.12
O02405,C00209,P0106,2024-08-24,5,5502.55
O02406,C01426,P0268,2023-04-17,3,1893.87
O02407,C00057,P0096,2024-01-14,1,1078.42
O02408,C01856,P0224,2024-07-11,4,4612.68
O02409,C00056,P0252,2023-09-18,4,7829.52
O02410,C00055,P0399,2024-09-23,1,1135.56
O02411,C01258,P0458,2023-04-12,3,1887.72
O02412,C00740,P0074,2024-04-29,1,426.99
O02413,C01284,P0386,2024-01-31,2,2588.32
O02414,C01171,P0378,2024-09-29,2,3354.02
O02415,C01028,P0006,2023-08-19,4,3745.44
O02416,C00779,P0189,2023-01-16,4,2564.32
O02417,C01943,P0438,2024-05-25,3,3927.45
O02418,C00731,P0180,2023-03-18,4,565.48
O02419,C00931,P0314,2023-05-27,2,1198.94
O02420,C00098,P0028,2024-12-07,1,1682.91
O02421,C01519,P0154,2023-09-16,5,5446.4
O02422,C01499,P0315,2024-09-07,1,1703.11
O02423,C00163,P0348,2023-10-06,4,3835.0
O02424,C00359,P0497,2024-07-26,2,1861.18
O02425,C01638,P0437,2023-08-18,5,2327.0
O02426,C00705,P0379,2023-10-30,3,3085.92
O02427,C00491,P0359,2024-07-13,1,660.84
O02428,C00100,P0164,2023-09-10,5,2675.3
O02429,C00549,P0287,2023-10-07,2,2168.8
O02430,C00538,P0443,2023-05-09,3,2055.21
O02431,C01692,P0232,2023-07-17,3,2688.21
O02432,C00974,P0374,2024-08-30,1,1676.32
O02433,C00631,P0402,2023-09-18,2,94.92
O02434,C01496,P0060,2024-09-14,2,2461.38
O02435,C00161,P0393,2024-03-20,2,3239.96
O02436,C00686,P0301,2024-07-08,4,4021.88
O02437,C00570,P0145,2023-05-08,3,1361.19
O02438,C01057,P0313,2024-11-27,4,3941.36
O02439,C00165,P0033,2024-08-10,4,247.64
O02440,C01915,P0035,2023-04-21,3,1739.28
O02441,C01465,P0185,2024-08-19,3,4785.51
O02442,C01689,P0407,2023-03-17,4,2338.84
O02443,C01118,P0484,2023-05-07,4,5590.28
O02444,C01039,P0305,2023-10-13,3,3269.22
O02445,C01282,P0379,2023-02-09,4,4114.56
O02446,C00148,P0154,2023-12-24,1,1089.28
O02447,C01811,P0078,2024-07-17,1,903.63
O02448,C01533,P0354,2023-01-09,2,579.34
O02449,C01347,P0343,2023-02-08,5,2695.3
O02450,C00729,P0267,2023-04-21,1,1772.83
O02451,C01407,P0378,2023-10-04,5,8385.05
O02452,C01291,P0252,2024-01-15,2,3914.76
O02453,C01247,P0049,2023-11-25,1,819.77
O02454,C01041,P0199,2024-12-05,1,1368.51
O02455,C00999,P0298,2023-09-18,1,1571.12
O02456,C01386,P0024,2024-02-22,4,5688.28
O02457,C01995,P0363,2023-06-10,2,1516.22
O02458,C00383,P0263,2024-11-30,1,371.19
O02459,C01081,P0002,2024-04-21,1,587.13
O02460,C01333,P0146,2024-11-14,3,5289.6
O02461,C01925,P0049,2023-02-28,4,3279.08
O02462,C01611,P0500,2023-01-08,2,644.8
O02463,C01453,P0212,2024-10-11,1,1766.16
O02464,C00081,P0016,2024-12-28,1,1594.08
O02465,C01086,P0419,2024-02-27,3,1889.13
O02466,C00381,P0294,2023-09-05,4,4218.6
O02467,C01665,P0320,2023-07-21,4,1965.72
O02468,C00900,P0031,2023-01-11,4,3096.72
O02469,C01774,P0348,2024-01-25,2,1917.5
O02470,C00201,P0153,2023-01-18,3,2429.19
O02471,C01772,P0296,2023-09-03,5,8693.25
O02472,C01208,P0423,2023-06-10,4,3960.28
O02473,C00187,P0123,2023-08-21,2,1007.52
O02474,C00171,P0092,2024-10-23,4,6524.84
O02475,C01491,P0085,2024-07-16,2,3726.16
O02476,C01082,P0160,2023-05-06,4,6169.84
O02477,C01766,P0077,2023-07-11,1,333.16
O02478,C01764,P0172,2023-07-04,2,3518.94
O02479,C01681,P0286,2024-03-01,4,4658.56
O02480,C01863,P0063,2023-06-15,1,1876.88
O02481,C00623,P0137,2024-10-06,2,3138.38
O02482,C01656,P0315,2024-01-03,2,3406.22
O02483,C01162,P0012,2023-10-23,5,3123.05
O02484,C00305,P0489,2023-05-06,4,7693.76
O02485,C00007,P0047,2023-07-25,3,772.53
O02486,C01649,P0318,2024-12-23,4,3298.8
O02487,C00692,P0196,2024-11-25,4,4636.6
O02488,C00970,P0028,2024-07-29,1,1682.91
O02489,C01312,P0040,2023-04-24,1,1822.39
O02490,C00519,P0477,2024-11-24,1,917.67
O02491,C00129,P0437,2023-03-13,5,2327.0
O02492,C01724,P0119,2023-04-14,3,181.26
O02493,C01545,P0169,2023-11-09,4,5069.68
O02494,C00072,P0127,2023-02-06,2,2674.76
O02495,C00002,P0354,2023-05-09,4,1158.68
O02496,C00059,P0182,2023-01-21,5,8306.1
O02497,C01742,P0456,2023-09-12,4,7619.48
O02498,C00872,P0011,2024-02-20,1,1475.31
O02499,C00039,P0108,2023-09-21,4,89.2
O02500,C00293,P0173,2023-06-23,1,930.78
O02501,C01059,P0287,2023-08-16,2,2168.8
O02502,C01460,P0008,2024-01-23,4,5005.04
O02503,C01231,P0226,2023-05-19,2,3337.78
O02504,C01013,P0327,2024-10-17,3,2829.0
O02505,C00365,P0390,2024-07-29,4,3470.28
O02506,C00483,P0295,2023-06-16,1,1938.35
O02507,C01559,P0289,2024-09-04,4,7120.76
O02508,C00455,P0496,2023-06-30,2,275.24
O02509,C00441,P0280,2024-06-02,1,566.91
O02510,C00057,P0128,2024-08-02,2,3870.4
O02511,C00429,P0389,2023-03-26,5,2292.95
O02512,C00825,P0394,2023-03-26,5,4632.85
O02513,C00254,P0101,2023-05-20,1,1106.32
O02514,C00508,P0071,2024-01-02,3,4155.12
O02515,C00164,P0003,2024-10-13,5,7996.2
O02516,C01672,P0394,2023-12-19,1,926.57
O02517,C00359,P0186,2024-07-20,4,924.12
O02518,C01416,P0002,2024-07-27,4,2348.52
O02519,C00061,P0266,2024-09-19,5,1621.85
O02520,C00352,P0117,2024-12-21,2,1330.98
O02521,C00266,P0190,2024-09-07,5,3430.2
O02522,C01575,P0471,2024-07-26,1,20.68
O02523,C01314,P0483,2024-02-11,5,4385.9
O02524,C00634,P0282,2024-10-08,4,278.36
O02525,C01162,P0496,2024-09-06,1,137.62
O02526,C00716,P0288,2023-03-25,3,4458.06
O02527,C01276,P0037,2024-08-02,3,315.84
O02528,C01698,P0234,2023-10-31,3,3694.65
O02529,C01549,P0026,2024-10-24,1,1316.41
O02530,C01252,P0173,2023-03-07,3,2792.34
O02531,C01450,P0191,2023-12-11,2,224.76
O02532,C01098,P0079,2024-02-21,1,780.45
O02533,C01311,P0081,2024-06-16,3,5091.54
O02534,C01046,P0389,2024-07-22,4,1834.36
O02535,C01432,P0234,2024-11-15,3,3694.65
O02536,C00943,P0183,2023-06-18,4,3048.6
O02537,C00520,P0052,2023-01-15,4,4761.12
O02538,C01184,P0440,2024-07-21,4,7933.0
O02539,C01834,P0183,2023-11-13,3,2286.45
O02540,C00014,P0181,2024-05-11,1,1935.07
O02541,C01327,P0069,2023-05-18,1,1165.23
O02542,C00035,P0460,2023-02-06,3,3983.94
O02543,C01546,P0252,2023-08-11,3,5872.14
O02544,C01465,P0011,2023-09-18,2,2950.62
O02545,C01292,P0082,2024-08-05,1,1932.51
O02546,C01216,P0043,2023-03-07,2,1829.22
O02547,C00173,P0267,2024-09-02,4,7091.32
O02548,C00997,P0351,2023-10-14,2,781.28
O02549,C01105,P0427,2024-12-24,3,5903.52
O02550,C01532,P0258,2023-04-20,1,1423.91
O02551,C00392,P0489,2023-05-02,2,3846.88
O02552,C01768,P0367,2024-12-17,3,2330.37
O02553,C01796,P0270,2024-12-21,5,3058.55
O02554,C01814,P0133,2024-05-11,2,431.26
O02555,C01424,P0325,2024-11-17,3,4083.84
O02556,C01426,P0150,2024-03-11,3,3622.62
O02557,C00310,P0361,2024-12-19,3,4716.87
O02558,C01423,P0198,2024-02-12,4,2513.88
O02559,C00904,P0345,2023-04-08,1,1366.77
O02560,C00344,P0436,2023-11-12,2,3562.9
O02561,C00116,P0230,2023-01-03,3,3490.92
O02562,C01647,P0097,2024-02-12,4,2509.64
O02563,C01432,P0307,2024-04-15,2,3846.88
O02564,C00163,P0244,2023-05-14,3,5530.74
O02565,C01962,P0236,2024-03-26,3,2855.22
O02566,C00876,P0219,2024-07-17,4,3984.84
O02567,C00322,P0276,2024-10-05,2,2310.24
O02568,C00898,P0388,2023-03-05,4,3688.28
O02569,C00421,P0081,2024-10-11,3,5091.54
O02570,C01325,P0242,2023-10-08,4,1650.36
O02571,C00191,P0430,2023-01-31,1,1386.32
O02572,C01608,P0079,2024-05-19,1,780.45
O02573,C00055,P0308,2024-03-04,5,936.75
O02574,C01246,P0495,2024-05-19,2,1123.98
O02575,C01241,P0354,2024-01-30,5,1448.35
O02576,C00050,P0195,2024-01-13,5,4685.9
O02577,C00669,P0439,2023-08-27,4,4697.56
O02578,C01226,P0488,2023-05-09,1,1316.67
O02579,C00063,P0188,2023-08-31,5,7912.85
O02580,C00957,P0414,2024-02-03,2,2913.8
O02581,C00380,P0498,2024-03-19,3,5971.74
O02582,C01725,P0344,2024-02-27,2,2237.72
O02583,C01407,P0292,2024-08-12,2,2678.7
O02584,C00854,P0381,2024-05-06,1,1203.96
O02585,C01725,P0452,2023-12-24,4,5849.64
O02586,C00805,P0149,2024-06-27,3,2380.83
O02587,C01200,P0065,2023-10-31,3,4416.72
O02588,C00239,P0187,2023-04-03,2,77.76
O02589,C00809,P0216,2023-02-19,3,4578.09
O02590,C01862,P0184,2023-12-01,1,1003.71
O02591,C01828,P0149,2024-02-20,2,1587.22
O02592,C00012,P0358,2024-11-21,1,1175.18
O02593,C00087,P0214,2023-03-30,3,5177.43
O02594,C01207,P0290,2024-01-06,5,4596.4
O02595,C01516,P0375,2023-10-20,2,824.6
O02596,C00086,P0499,2024-12-26,4,7096.64
O02597,C00676,P0423,2024-08-21,2,1980.14
O02598,C01071,P0068,2024-05-03,5,8168.2
O02599,C00827,P0040,2024-10-01,5,9111.95
O02600,C00723,P0333,2023-01-14,5,9461.2
O02601,C00040,P0196,2024-07-14,3,3477.45
O02602,C00204,P0037,2023-03-03,4,421.12
O02603,C00605,P0446,2023-10-17,1,1016.83
O02604,C01136,P0387,2023-02-03,2,3296.86
O02605,C00255,P0428,2024-02-29,2,3164.38
O02606,C01634,P0371,2023-03-08,5,7399.7
O02607,C00102,P0274,2023-11-01,2,2257.0
O02608,C00106,P0461,2024-12-10,2,2735.3
O02609,C00198,P0174,2023-12-19,2,163.1
O02610,C00515,P0143,2024-06-28,5,7745.75
O02611,C01059,P0093,2023-03-03,1,749.33
O02612,C00128,P0170,2024-10-16,3,987.75
O02613,C01457,P0291,2023-07-06,3,2672.7
O02614,C01371,P0105,2024-09-28,3,3601.11
O02615,C01340,P0042,2024-12-29,2,2431.56
O02616,C01603,P0128,2024-10-07,4,7740.8
O02617,C01314,P0119,2023-05-07,2,120.84
O02618,C01803,P0322,2024-03-20,3,5195.64
O02619,C01077,P0091,2023-04-11,1,1683.02
O02620,C01967,P0435,2024-06-23,1,1902.58
O02621,C01997,P0145,2023-06-06,2,907.46
O02622,C01568,P0251,2023-08-18,1,28.65
O02623,C00084,P0363,2024-09-07,1,758.11
O02624,C00743,P0471,2023-02-05,4,82.72
O02625,C01455,P0271,2023-02-06,3,4088.22
O02626,C00154,P0308,2024-04-22,3,562.05
O02627,C00799,P0201,2023-02-07,5,7866.85
O02628,C00963,P0263,2023-08-12,4,1484.76
O02629,C01553,P0315,2023-09-16,3,5109.33
O02630,C01391,P0170,2024-05-26,5,1646.25
O02631,C00365,P0030,2024-04-15,2,2324.76
O02632,C00744,P0080,2023-04-10,2,3199.36
O02633,C00907,P0028,2023-07-04,3,5048.73
O02634,C00534,P0034,2024-08-29,3,5531.52
O02635,C00179,P0265,2024-06-04,5,6080.7
O02636,C00066,P0302,2024-05-14,4,4069.52
O02637,C00895,P0129,2024-07-14,1,763.99
O02638,C01631,P0431,2023-05-23,5,3410.5
O02639,C00505,P0123,2024-11-28,3,1511.28
O02640,C01566,P0486,2023-03-12,4,1261.0
O02641,C01394,P0274,2024-06-19,2,2257.0
O02642,C00456,P0446,2024-07-12,5,5084.15
O02643,C00418,P0035,2024-09-14,5,2898.8
O02644,C01502,P0090,2023-09-05,4,519.48
O02645,C01384,P0257,2024-07-27,1,944.89
O02646,C01475,P0456,2023-03-20,2,3809.74
O02647,C00294,P0109,2024-12-15,5,9456.0
O02648,C01143,P0252,2024-05-18,4,7829.52
O02649,C01359,P0499,2023-07-15,2,3548.32
O02650,C01035,P0016,2023-12-21,2,3188.16
O02651,C00715,P0202,2023-07-03,2,3907.98
O02652,C01624,P0458,2023-12-17,3,1887.72
O02653,C01014,P0114,2024-01-18,2,2356.72
O02654,C01841,P0296,2024-12-12,5,8693.25
O02655,C01077,P0413,2023-05-16,4,1368.28
O02656,C00263,P0466,2024-02-13,2,2610.68
O02657,C01751,P0205,2024-06-19,5,2394.1
O02658,C01295,P0456,2023-01-26,2,3809.74
O02659,C00846,P0247,2024-03-08,4,3300.4
O02660,C01014,P0315,2024-11-18,5,8515.55
O02661,C01776,P0164,2023-10-20,2,1070.12
O02662,C00063,P0103,2024-03-30,5,2433.15
O02663,C00463,P0031,2023-04-23,3,2322.54
O02664,C00583,P0282,2023-05-11,3,208.77
O02665,C01974,P0252,2024-02-23,4,7829.52
O02666,C00218,P0282,2023-05-14,3,208.77
O02667,C01752,P0403,2024-08-08,3,5232.09
O02668,C00131,P0494,2023-11-26,4,7655.32
O02669,C00888,P0334,2023-12-10,5,7801.35
O02670,C00226,P0294,2024-06-29,2,2109.3
O02671,C01102,P0144,2023-04-26,4,3079.72
O02672,C00579,P0281,2024-08-30,2,377.1
O02673,C00944,P0092,2023-05-10,2,3262.42
O02674,C01782,P0223,2023-03-08,1,1292.39
O02675,C00821,P0120,2023-01-04,1,368.47
O02676,C01845,P0406,2023-04-20,3,1754.22
O02677,C01603,P0414,2024-04-23,2,2913.8
O02678,C00385,P0039,2024-09-12,4,5116.48
O02679,C00541,P0046,2023-11-22,3,2755.62
O02680,C00732,P0286,2024-10-18,1,1164.64
O02681,C00832,P0220,2023-08-10,3,4064.1
O02682,C00944,P0458,2024-02-07,2,1258.48
O02683,C01517,P0110,2024-01-04,4,3107.08
O02684,C01135,P0050,2024-09-12,3,5841.48
O02685,C00914,P0415,2023-01-17,5,9109.55
O02686,C01572,P0130,2024-03-19,5,6775.75
O02687,C00207,P0240,2023-08-30,5,8244.65
O02688,C01886,P0059,2023-03-03,5,4040.85
O02689,C00300,P0399,2023-12-21,4,4542.24
O02690,C00287,P0063,2024-07-31,2,3753.76
O02691,C01624,P0331,2023-10-24,3,4586.55
O02692,C01895,P0480,2024-11-18,3,1478.76
O02693,C01465,P0419,2024-01-08,3,1889.13
O02694,C00531,P0260,2023-03-13,2,2511.12
O02695,C00171,P0056,2024-03-28,3,2417.73
O02696,C01727,P0142,2023-01-05,1,1081.59
O02697,C00827,P0351,2023-10-27,1,390.64
O02698,C00115,P0072,2024-10-19,2,2396.64
O02699,C01895,P0218,2023-03-13,2,415.34
O02700,C00320,P0169,2023-08-05,4,5069.68
O02701,C00234,P0138,2023-08-18,5,2264.05
O02702,C00836,P0120,2024-10-15,5,1842.35
O02703,C00441,P0363,2023-11-24,4,3032.44
O02704,C00497,P0479,2023-04-30,3,1701.87
O02705,C00163,P0151,2023-05-01,2,76.86
O02706,C01228,P0281,2023-08-07,1,188.55
O02707,C01913,P0154,2024-11-03,3,3267.84
O02708,C00643,P0040,2023-02-23,3,5467.17
O02709,C00765,P0063,2024-12-21,1,1876.88
O02710,C00311,P0009,2023-05-26,5,6235.75
O02711,C00556,P0449,2023-08-21,4,755.84
O02712,C00610,P0329,2024-10-16,3,3886.11
O02713,C01028,P0415,2023-08-21,3,5465.73
O02714,C00927,P0288,2024-09-04,5,7430.1
O02715,C00667,P0060,2023-09-12,4,4922.76
O02716,C01325,P0201,2023-01-04,1,1573.37
O02717,C00782,P0357,2023-06-01,5,8525.65
O02718,C01869,P0213,2023-03-24,5,7641.05
O02719,C00654,P0027,2023-08-01,3,2819.7
O02720,C01035,P0274,2023-06-16,5,5642.5
O02721,C00579,P0260,2024-01-13,4,5022.24
O02722,C00191,P0265,2024-05-27,1,1216.14
O02723,C00656,P0204,2024-07-31,4,6938.4
O02724,C01031,P0178,2023-01-08,3,2230.95
O02725,C01603,P0360,2023-03-24,1,175.53
O02726,C00428,P0349,2024-04-06,2,2119.46
O02727,C01834,P0122,2024-07-14,2,1078.32
O02728,C00999,P0300,2024-12-28,1,1741.53
O02729,C01920,P0164,2024-01-16,3,1605.18
O02730,C00416,P0046,2024-06-29,1,918.54
O02731,C01797,P0025,2024-02-13,3,1466.01
O02732,C00269,P0344,2023-11-16,2,2237.72
O02733,C00756,P0125,2023-10-01,4,3789.72
O02734,C00453,P0422,2023-08-25,3,554.07
O02735,C00563,P0405,2024-05-26,5,6126.6
O02736,C00634,P0024,2024-04-29,4,5688.28
O02737,C00459,P0084,2024-03-15,2,1732.18
O02738,C01367,P0142,2023-07-16,1,1081.59
O02739,C01572,P0352,2024-01-11,5,6134.55
O02740,C01736,P0345,2023-06-01,2,2733.54
O02741,C00057,P0192,2023-12-09,4,3771.24
O02742,C01858,P0011,2023-02-11,5,7376.55
O02743,C01700,P0327,2024-08-15,4,3772.0
O02744,C00747,P0303,2023-07-28,1,1052.48
O02745,C01153,P0112,2024-06-19,3,4739.19
O02746,C00179,P0470,2023-12-15,4,2598.64
O02747,C00089,P0352,2023-11-20,2,2453.82
O02748,C00616,P0486,2024-10-12,1,315.25
O02749,C00220,P0337,2024-03-26,5,9841.6
O02750,C00691,P0091,2024-05-31,1,1683.02
O02751,C01556,P0365,2024-11-24,5,7714.25
O02752,C01359,P0247,2024-11-10,4,3300.4
O02753,C01010,P0221,2024-03-02,3,3616.11
O02754,C00406,P0083,2024-08-24,2,3038.1
O02755,C00141,P0438,2024-03-02,4,5236.6
O02756,C01899,P0483,2024-09-13,2,1754.36
O02757,C01756,P0053,2023-07-02,3,2688.66
O02758,C00356,P0278,2024-07-14,1,414.78
O02759,C01235,P0008,2024-02-29,3,3753.78
O02760,C00265,P0048,2023-10-20,1,652.68
O02761,C00752,P0142,2023-03-28,2,2163.18
O02762,C00442,P0040,2024-09-21,5,9111.95
O02763,C00124,P0236,2024-01-25,3,2855.22
O02764,C00867,P0085,2023-10-21,4,7452.32
O02765,C01463,P0177,2024-05-26,1,1241.26
